sebi_id,name,reg_no,category,contact_person,email,telephone,fax,website,domain,pincode,city,state,address,correspondence_address,validity,sebi_type
387,CAPRI SPECIAL SITUATIONS TRUST,IN/AIF1/23-24/1291,Category I,RAJESH SHARMA,SUPPORT@CAPRIXPONENTIA.IN,,,,,400020,Mumbai,Maharashtra,"Floor 1, Plot 15A, 35, Court Chambers, Vithaldas Thackersey Marg, New Marine Lines, MUMBAI, MAHARASHTRA, 400020","Floor 1, Plot 15A, 35, Court Chambers, Vithaldas Thackersey Marg, New Marine Lines, MUMBAI, MAHARASHTRA, 400020","Jun 12, 2023 - Perpetual",aif
388,CAPRI SPECIAL SITUATIONS TRUST,IN/AIFundefined/23-24/1291,,,,,,,,400020,Mumbai,Maharashtra,"Floor 1, Plot 15A, 35, Court Chambers, Vithaldas Thackersey Marg, New Marine Lines, MUMBAI, MAHARASHTRA, 400020","Floor 1, Plot 15A, 35, Court Chambers, Vithaldas Thackersey Marg, New Marine Lines, MUMBAI, MAHARASHTRA, 400020","Jun 12, 2023 - Perpetual",aif
389,CAPRIA VENTURES INDIA FUND III,IN/AIF2/24-25/1590,Category II,VIKAS SARDA,VSARDA@UNITUSCAPITAL.COM,,,,,560025,Bangalore,Karnataka,"No 99/100,Prestige Towers,2nd Floor , Residency Road, BANGALORE, KARNATAKA, 560025","No 99/100,Prestige Towers,2nd Floor , Residency Road, BANGALORE, KARNATAKA, 560025","Sep 09, 2024 - Perpetual",aif
390,Caprize Infinity Investment Trust,IN/AIF3/25-26/1987,Category III,Sharad Kumar Tripathi,info@caprize.co,,,,,400018,Mumbai,Maharashtra,"Unit No.1104,Floor No.11,Lodha Supremus Shiv Shaila, Dr. Elijah Moses Road, Worli Naka, MUMBAI, MAHARASHTRA, 400018",,"Dec 12, 2025 - Perpetual",aif
391,CAPWAYS AIF TRUST,IN/AIF2/26-27/2249,Category II,ANOOP GUPTA,aif@capways.in,,,,,110092,Delhi,National Capital Territory Of Delhi,"A 201 Mayur Dhwaj Apartment Patparganj East Delhi 110092 India, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110092",,"Jul 07, 2026 - Perpetual",aif
392,Carnelian AIF Category I Trust,IN/AIF1/25-26/1787,Category I,Monica Sharma,compliance@carneliancapital.co.in,,,,,400013,Mumbai,Maharashtra,"1205 1206, One Lodha Place, Senapati Bapat Marg, Lower Parel West, MUMBAI, MAHARASHTRA, 400013","1205 1206, One Lodha Place, Senapati Bapat Marg, Lower Parel West, MUMBAI, MAHARASHTRA, 400013","Apr 07, 2025 - Perpetual",aif
393,Carnelian Alternative Investment Trust,IN/AIF3/18-19/0642,Category III,PANKAJ  NAMDHARANI,pankaj@carneliancapital.co.in,9102266914023,9102266914023,,,400013,Mumbai,Maharashtra,"1205 1206 One Lodha Place Senapati Bapat Marg, Delisle Road Lower Parel West, MUMBAI, MAHARASHTRA, 400013","1205 1206 One Lodha Place Senapati Bapat Marg, Delisle Road Lower Parel West, MUMBAI, MAHARASHTRA, 400013","Feb 26, 2019 - Perpetual",aif
394,CARPEDIEM CAPITAL PARTNERS FUND I,IN/AIF2/14-15/0125,Category II,,,,,,,122009,Gurgaon,Haryana,"507A, The Aralias,, DLF Golf Links, Phase 5, GURGAON, HARYANA, 122009",,"Nov 11, 2014 - Perpetual",aif
395,Carpediem Capital Partners Fund II,IN/AIF2/19-20/0674,Category II,Pratik Mantri,pratik@carpediem-capital.com,,,,,400021,Mumbai,Maharashtra,"B 702/703, Ashok Garden, T J Road, Near KEM Hospital , Sewri, Mumbai, MUMBAI, MAHARASHTRA, 400015","84, 8th Floor, Free Press House, Free Press Journal Marg, Nariman Point, MUMBAI, MAHARASHTRA, 400021","Apr 09, 2019 - Perpetual",aif
396,Casper Investment Trust,IN/AIF2/20-21/0836,Category II,Ravindra Dhotre,ravindra@caspercapital.in,9104066038300,9104066038300,,,500034,Hyderabad,Telangana,"8 2 698, 5th Floor, 403 M J Towers, Road No. 12, Banjara Hills, HYDERABAD, TELANGANA, 500034","8 2 698, 5th Floor, 403 M J Towers, Road No. 12, Banjara Hills, HYDERABAD, TELANGANA, 500034","Oct 29, 2020 - Perpetual",aif
397,CASPIAN ASSAM AGRIBUSINESS INVESTMENT FUND FOR RURAL PROSPERITY -RUPIAA,IN/AIF2/23-24/1375,Category II,Venkata Narasimham Bulusu,caspianfundv.nda@nishithdesai.com,,,,,500032,Hyderabad,Telangana,"4th Floor, Ventureast Plaza, Plot No. 40 and 41, Financial District, Gachibowli, Telangana, HYDERABAD, TELANGANA, 500032","4th Floor, Ventureast Plaza, Plot No. 40 and 41, Financial District, Gachibowli, Telangana, HYDERABAD, TELANGANA, 500032","Nov 02, 2023 - Perpetual",aif
398,CASPIAN LEAP FOR AGRICULTURE FUND,IN/AIF2/21-22/0979,Category II,Emmanuel Murray,emmanuel@caspian.in,,,,,500032,Hyderabad,Telangana,"Block A, 4th floor, Phoenix Primea (Red Brick Building), Plot No. 40 & 41, Financial District, Beside IRDA, Gachibowli Hyderabad, HYDERABAD, TELANGANA, 500032","Block A, 4th floor, Phoenix Primea (Red Brick Building), Plot No. 40 & 41, Financial District, Beside IRDA, Gachibowli Hyderabad, HYDERABAD, TELANGANA, 500032","Jan 27, 2022 - Perpetual",aif
399,Caspian SME Impact Fund   IV,IN/AIF2/15-16/0208,Category II,,,,,,,500032,Hyderabad,Telangana,"Block A, 4th Floor, Phoenix Primea,, Plot no 40 and 41, Financial District, Beside IRDA, Gachibowli,, HYDERABAD, TELANGANA, 500032",,"Feb 22, 2016 - Perpetual",aif
400,CATAMARAN AIF TRUST,IN/AIF2/21-22/0981,Category II,SHEETAL BHAT,FINANCE@CATAMARAN.IN,,,,,560078,Bangalore,Karnataka,"Plot No. 51 52, Sarakki Industrial Layout, , 1st Main Road, J. P. Nagar, 3rd Phase, BANGALORE, KARNATAKA, 560078","Plot No. 51 52, Sarakki Industrial Layout, , 1st Main Road, J. P. Nagar, 3rd Phase, BANGALORE, KARNATAKA, 560078","Jan 27, 2022 - Perpetual",aif
401,CAVI First Principles Trust,IN/AIF3/22-23/1214,Category III,Karan Gupta,kgupta@cavicapital.in,,,,,110054,Delhi,National Capital Territory Of Delhi,"34 Sri Ram Road, Civil Lines, Delhi, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110054","34 Sri Ram Road, Civil Lines, Delhi, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110054","Feb 22, 2023 - Perpetual",aif
402,CBA India Emerging Opportunities AIF,IN/AIF3/25-26/2092,Category III,Raj Shah,raj@capbridge.in,,,,,380006,Ahmedabad,Gujarat,"205 Samedh SF Nr Agrawal Plaza , C G Road Ellis Bridge, AHMEDABAD, GUJARAT, 380006",,"Mar 12, 2026 - Perpetual",aif
403,CCV Emerging Opportunities Fund,IN/AIF3/23-24/1486,Category III,Kulbhushan Parashar,investment.manager@ccvindia.com,,,,,110044,New Delhi,National Capital Territory Of Delhi,"FIRST FLOOR, H 9, BLOCK B1, MOHAN COOPERATIVE INDUSTRIAL ESTATE, MATHURA ROAD, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110044","FIRST FLOOR, H 9, BLOCK B1, MOHAN COOPERATIVE INDUSTRIAL ESTATE, MATHURA ROAD, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110044","Mar 28, 2024 - Perpetual",aif
404,CDM Capital Trust,IN/AIF1/22-23/1165,Category I,Davesh Manocha,davesh@cdmcapital.in,,,,,400051,Mumbai,Maharashtra,"HD 106, WeWork Enam Sambhav, C 20, G Block Rd, G Block BKC, Bandra Kurla Complex, MUMBAI, MAHARASHTRA, 400051","HD 106, WeWork Enam Sambhav, C 20, G Block Rd, G Block BKC, Bandra Kurla Complex, MUMBAI, MAHARASHTRA, 400051","Nov 02, 2022 - Perpetual",aif
405,Cedar-IBSI Capital,IN/AIF2/22-23/1185,Category II,sahil anand,sahil@cicventures.vc,,,,,400013,Mumbai,Maharashtra,"201 Peninsula Business Park, Tower A, Senapati Bapat Marg, Lower Parel, MUMBAI, MAHARASHTRA, 400013","201 Peninsula Business Park, Tower A, Senapati Bapat Marg, Lower Parel, MUMBAI, MAHARASHTRA, 400013","Jan 09, 2023 - Perpetual",aif
406,Celesta India Trust,IN/AIF2/21-22/1020,Category II,Sudhir Rao Palepu,ganesh@indusage.com,,,,,560001,Bangalore,Karnataka,"No 9/1 Madras Bank Road , Off St Marks Road, BANGALORE, KARNATAKA, 560001","No 9/1 Madras Bank Road , Off St Marks Road, BANGALORE, KARNATAKA, 560001","Mar 23, 2022 - Perpetual",aif
407,CELESTIAL CHAKRA TRUST,IN/AIF2/26-27/2154,Category II,Rajeev Kanotra,info@bahutexventures.com,,,,,400051,Mumbai,Maharashtra,"Office No. 1220, 12th Floor, B wing, One BKC, Plot No. C 66, G Block, Bandra Kurla  Complex, Bandra East, Mumbai, MUMBAI, MAHARASHTRA, 400051",,"May 05, 2026 - Perpetual",aif
408,Centre Court Capital Fund I,IN/AIF2/22-23/1204,Category II,Mustafa  Ghouse,mustafa.ghouse@centrecourtcapital.com,,,,,400026,Mumbai,Maharashtra,"Jindal Mansion, 5A, Dr. G. Deshmukh marg, MUMBAI, MAHARASHTRA, 400026","Jindal Mansion, 5A, Dr. G. Deshmukh marg, MUMBAI, MAHARASHTRA, 400026","Feb 08, 2023 - Perpetual",aif
409,CENTRUM CREDIT OPPORTUNITIES TRUST,IN/AIF2/18-19/0662,Category II,Jaymeen Shah,jaymeen.shah@centrum.co.in,,,,,400098,Mumbai,Maharashtra,"601, Centrum House, C.S.T. Road, Kalina, Santacruz East, MUMBAI, MAHARASHTRA, 400098","601, Centrum House, C.S.T. Road, Kalina, Santacruz East, MUMBAI, MAHARASHTRA, 400098","Mar 29, 2019 - Perpetual",aif
410,CERESTRA INFRASTRCTURE TRUST,IN/AIF2/14-15/0113,Category II,,,,,,,,,,,,"Jul 03, 2014 - Perpetual",aif
411,Certus India Opportunities Trust I,IN/AIF2/20-21/0785,Category II,Ashish Khandelia,ashish.khandelia@certus.co.in,,,,,400063,Mumbai,Maharashtra,"C-2802, Oberoi Woods,, Mohan Gokhale Road, Goregaon(East), MUMBAI, MAHARASHTRA, 400063","B-2502, Oberoi Esquire, Mohan Gokhale Road, Goregaon(East), MUMBAI, MAHARASHTRA, 400063","Apr 23, 2020 - Perpetual",aif
412,CERTUS INDIA OPPORTUNITIES TRUST II,IN/AIF2/25-26/2035,Category II,ANISHA BABUR,cref@certuscapital.in,,,,,400063,Mumbai,Maharashtra,"Unit 123 C Wing Durian Estate Goregaon Mulund Link Road Goregaon East Mumbai Maharashtra India 40006, MUMBAI, MAHARASHTRA, 400063","Unit 123 C Wing Durian Estate Goregaon Mulund Link Road Goregaon East Mumbai Maharashtra India 40006, MUMBAI, MAHARASHTRA, 400063","Feb 09, 2026 - Perpetual",aif
413,CG India Investment Fund,IN/AIF2/23-24/1399,Category II,Vijaykrishnan Subramanian,vijaykrishnan.s@capriglobalholdings.in,,,,,400013,Mumbai,Maharashtra,"1B Court chambers 35 Sir Vithaldas Thackersey Marg , New Marine Lines, MUMBAI, MAHARASHTRA, 400020","A502 Peninsula Business Park Senapati Bapat Marg, Lower Parel West, MUMBAI, MAHARASHTRA, 400013","Dec 05, 2023 - Perpetual",aif
414,CG India Tactical Hedge Fund,IN/AIF3/26-27/2122,Category III,Riken Gopani,riken.gopani@capriglobal.in,,,,,400020,Mumbai,Maharashtra,"1, Floor 1, Plot 15A, 35, Court Chambers Vitthaldas Thackarsey Marg, New Marine Lines, Mumbai City, Churchgate Mumbai, MUMBAI, MAHARASHTRA, 400020",,"Apr 01, 2026 - Perpetual",aif
415,Chakra India Growth Fund,IN/AIF1/23-24/1296,Category I,Rangarajan Purisai,sri@chakra.fund,,,,,650095,Bangalore,Karnataka,"BHIVE Workspace, No. 19, 4th C Cross Koramangala Industrial,, 5th Block, Area, Bengaluru, BANGALORE, KARNATAKA, 650095","BHIVE Workspace, No. 19, 4th C Cross Koramangala Industrial, 5th Block, Area, Bengaluru, BANGALORE, KARNATAKA, 650095","Jun 21, 2023 - Perpetual",aif
416,CHALKBOARD INVESTMENT TRUST,IN/AIF2/24-25/1562,Category II,Sandeep Bhargava,sandeep@motionmillmedia.com,,,,,400050,Mumbai,Maharashtra,"104 Skylark New Kantwadi Road, Pali Hill Road Bandra West, MUMBAI, MAHARASHTRA, 400050","104 Skylark New Kantwadi Road, Pali Hill Road Bandra West, MUMBAI, MAHARASHTRA, 400050","Jul 18, 2024 - Perpetual",aif
417,Chanakya Fund Trust,IN/AIF2/22-23/1230,Category II,Kresha Gupta,kresha.gupta18@yahoo.com,,,,,380015,Ahmedabad,Gujarat,"726, Iconic Shyamal, Shyamal Cross Road,, 132 Ring Road, Satellite, Jodhpur Char Rasta, AHMEDABAD, GUJARAT, 380015","726, Iconic Shyamal, Shyamal Cross Road, 132 Ring Road, Satellite, Jodhpur Char Rasta, AHMEDABAD, GUJARAT, 380015","Mar 13, 2023 - Perpetual",aif
418,Change Wealth,IN/AIF2/25-26/1949,Category II,Aayush Shah,aayush08@gmail.com,,,,,400054,Mumbai,Maharashtra,"S 207,Link Way, Estate, New Link Road,, CTS No 1093, Liberty Garden, Malad West, MUMBAI, MAHARASHTRA, 400054","S 207,Link Way, Estate, New Link Road, CTS No 1093, Liberty Garden, Malad West, MUMBAI, MAHARASHTRA, 400054","Nov 04, 2025 - Perpetual",aif
419,Cheekotel Development Catalyst Private Limited,IN/AIF1/15-16/0211,Category I,,,,,,,110001,New Delhi,National Capital Territory Of Delhi,"c by o SCSI Venture Advisors Pvt. Ltd., 202, Nilgiri, 9 Barakhamba Road, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110001",,"Feb 26, 2016 - Perpetual",aif
420,CHEEKOTEL PRIVATE LIMITED,IN/AIF1/25-26/1931,Category I,SATISH MEHTA,shm.aff@gmail.com,,,,,110001,New Delhi,National Capital Territory Of Delhi,"NOIDA SEZ, PHASE 1 UNIT 8 NOIDA, NOIDA, UTTAR PRADESH, 201305","202 NILGIRI, 9 BARAKHAMBA ROAD, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110001","Oct 17, 2025 - Perpetual",aif
421,CHIRATAE TRUST,IN/AIF1/15-16/0174,Category I,,,,,,,,Bangalore,Karnataka,"7B, 7th Floor, Sobha Pearl No. 1, Commissariat Road, Bangalore, Karnataka, BANGALORE, KARNATAKA",,"Oct 05, 2015 - Perpetual",aif
422,Chiratae Trust II,IN/AIF2/22-23/1079,Category II,Swaminathan Sankar,finance@chiratae.com,,,,,560025,Bangalore,Karnataka,"H No.632, 5th Cross, 12th Main, 4th Block, BANGALORE, KARNATAKA, 560034","3rd Floor, A & B Wing, Sobha Pearl, No. 1, Commissariat Road, BANGALORE, KARNATAKA, 560025","Jun 07, 2022 - Perpetual",aif
423,Chiratae Trust V II,IN/AIF2/23-24/1258,Category II,Swaminathan Sankar,operations@chiratae.com,,,,,560025,Bangalore,Karnataka,"3rd Floor A and B Wing Sobha Pearl No1 Commissariat Road Bangalore 560025 Karnataka India, BANGALORE, KARNATAKA, 560025","3rd Floor A and B Wing Sobha Pearl No1 Commissariat Road Bangalore 560025 Karnataka India, BANGALORE, KARNATAKA, 560025","Apr 03, 2023 - Perpetual",aif
424,Chiratae Ventures India Fund IV,IN/AIF1/18-19/0637,Category I,Kamlesh Patre,kamlesh@chiratae.com,,,,,560025,Bangalore,Karnataka,"H no. 632, 5th cross, 12th main, , 4th block, Koramangala, Bengaluru, BANGALORE, KARNATAKA, 560034","7B, 7th Floor, Sobha Pearl, 1, Commissariat Road, BANGALORE, KARNATAKA, 560025","Feb 22, 2019 - Perpetual",aif
425,Chiratae Ventures Master Fund IV,IN/AIF1/19-20/0667,Category I,Kamlesh  Patre,kamlesh@chiratae.com,,,,,560025,Bangalore,Karnataka,"H no. 632, 5th cross, 12th main,, 4th block, Koramangala, Bengaluru, BANGALORE, KARNATAKA, 560034","7B, 7th Floor, Sobha Pearl, 1, Commissariat Road, BANGALORE, KARNATAKA, 560025","Apr 04, 2019 - Perpetual",aif
426,Chiratae Ventures Trust V,IN/AIF2/22-23/1255,Category II,Swaminathan Sankar,operations@chiratae.com,,,,,560025,Bangalore,Karnataka,"3rd Floor A and B Wing Sobha Pearl No1 Commissariat Road Bangalore 560025 Karnataka India, BANGALORE, KARNATAKA, 560025","3rd Floor A and B Wing Sobha Pearl No1 Commissariat Road Bangalore 560025 Karnataka India, BANGALORE, KARNATAKA, 560025","Mar 28, 2023 - Perpetual",aif
427,Chittorgarh Growth Fund,IN/AIF2/25-26/2088,Category II,Ashish Jain,caashishjain.08@gmail.com,,,,,302021,Jaipur,Rajasthan,"604, Manglam Crown Square, Gandhi Path, Vaishali Nagar, JAIPUR, RAJASTHAN, 302021",,"Mar 11, 2026 - Perpetual",aif
428,ChrysCapital Trust I,IN/AIF2/24-25/1524,Category II,Puneet  Chadha,AIFOperations@chryscapital.com,,,,,110019,New Delhi,National Capital Territory Of Delhi,"16th Floor, Eros Corporate Tower, Nehru Place, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110019","16th Floor, Eros Corporate Tower, Nehru Place, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110019","May 27, 2024 - Perpetual",aif
429,CIF-II,IN/AIF2/19-20/0702,Category II,Prakash Parthasarathy,prakashsf@gmail.com,,,,,560038,Bangalore,Karnataka,"776 third floor 100 feet road, HAL II Stage, BANGALORE, KARNATAKA, 560038","776 third floor 100 feet road, HAL II Stage, BANGALORE, KARNATAKA, 560038","Jun 06, 2019 - Perpetual",aif
430,CIF-III,IN/AIF3/18-19/0625,Category III,Prakash Parthasarathy,prakashsf@gmail.com,,,,,560038,Bangalore,Karnataka,"776 100 feet road third floor, HAL II Stage, BANGALORE, KARNATAKA, 560038","776 100 feet road third floor, HAL II Stage, BANGALORE, KARNATAKA, 560038","Dec 11, 2018 - Perpetual",aif
431,Cinnamon Wealth Investment Trust,IN/AIF2/24-25/1624,Category II,VIJAY EMMANUEL,COMPLIANCE@CINNAMONWEALTH.CO,,,,,400069,Mumbai,Maharashtra,"7th Flr Office No A708 Rustomjee Central Park, Chakala AK Road Andheri East, MUMBAI, MAHARASHTRA, 400069","7th Flr Office No A708 Rustomjee Central Park, Chakala AK Road Andheri East, MUMBAI, MAHARASHTRA, 400069","Nov 11, 2024 - Perpetual",aif
432,CIPHER ALTERNATIVE INVESTMENT FUND,IN/AIF3/25-26/1926,Category III,Sonal Maheshwari,CipherVF@elp-in.com,,,,,400066,Mumbai,Maharashtra,"1801, Vasant Marvel, Grandure Tower, Off Western Express Highway, Borivali East, MUMBAI, MAHARASHTRA, 400066","1801, Vasant Marvel, Grandure Tower, Off Western Express Highway, Borivali East, MUMBAI, MAHARASHTRA, 400066","Oct 15, 2025 - Perpetual",aif
433,CIRCULUS STRIDE FORWARD FUND,IN/AIF2/25-26/2000,Category II,Pankaj Kwatra,pankaj@strideventures.in,,,,,,Haryana,1222010,"4B 03, DLF Corporate park, Near Guru Dronacharya metro station, Sector 24,, GURUGRAM, HARYANA, 1222010","4B 03, DLF Corporate park, Near Guru Dronacharya metro station, Sector 24, GURUGRAM, HARYANA, 1222010","Dec 26, 2025 - Perpetual",aif
434,Clarity Prime Investment Opportunities Trust,IN/AIF2/25-26/2042,Category II,Yash Ravel,compliance@claritycap.co.in,,,,,400049,Mumbai,Maharashtra,"314, Duru House, 3rd Floor, Juhu, MUMBAI, MAHARASHTRA, 400049","314, Duru House, 3rd Floor, Juhu, MUMBAI, MAHARASHTRA, 400049","Feb 13, 2026 - Perpetual",aif
435,Clarus Trust,IN/AIF3/21-22/0899,Category III,Soumendra Lahiri,operations@claruscapital.in,,,,,110019,Delhi,National Capital Territory Of Delhi,"16 Floor Eros Corporate Tower Nehru Place, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110019","16 Floor Eros Corporate Tower Nehru Place, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110019","Jul 01, 2021 - Perpetual",aif
436,Clean Max Renewable Trust,IN/AIF2/19-20/0749,Category II,Nitai Vijay,nitai.vijay@cleanmaxsolar.com,9102262520000,9102262520000,,,400020,Mumbai,Maharashtra,"4th Floor The International, 16 Maharishi Karve Road New Marine Lines Cross Road No 1 Churchgate, MUMBAI, MAHARASHTRA, 400020","4th Floor The International, 16 Maharishi Karve Road New Marine Lines Cross Road No 1 Churchgate, MUMBAI, MAHARASHTRA, 400020","Nov 22, 2019 - Perpetual",aif
437,Client Associates Alternative Investment Trust,IN/AIF2/23-24/1316,Category II,Bhanu Kapur,bhanukapur@clientassociates.com,9101244995400,9101244995400,,,122002,Gurgaon,Haryana,"2nd Floor, Block B, Vatika Towers,, Golf Course Road, Sector 54, GURGAON, HARYANA, 122002","2nd Floor, Block B, Vatika Towers, Golf Course Road, Sector 54, GURGAON, HARYANA, 122002","Jul 26, 2023 - Perpetual",aif
438,CLIMATE ANGELS TRUST,IN/AIF1/21-22/0938,Category I,Shailesh Singh,svs@massive.org.in,,,,,201301,Noida,Uttar Pradesh,"I 201, Parsavnath Gardenia Sector 61, Gautam Buddha Nagar, NOIDA, UTTAR PRADESH, 201301","I 201, Parsavnath Gardenia Sector 61, Gautam Buddha Nagar, NOIDA, UTTAR PRADESH, 201301","Oct 14, 2021 - Perpetual",aif
439,Climate9ers Capital,IN/AIF1/22-23/1234,Category I,Naman Hegde,climate9ers@gmail.com,,,,,110070,Delhi,National Capital Territory Of Delhi,"2247 B 2 3, Vasant Kunj, South Delhi, New Delhi, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110070","2247 B 2 3, Vasant Kunj, South Delhi, New Delhi, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110070","Mar 14, 2023 - Perpetual",aif
440,Club Kautilya Investment Trust,IN/AIF3/24-25/1644,Category III,Naveen Vyas,ckpartners@clubkautilya.com,,,,,700017,Kolkata,West Bengal,"Microsec Block, Azimganj House, 2nd Floor, , 7, camac street, shakespeare sarani,, KOLKATA, WEST BENGAL, 700017","Microsec Block, Azimganj House, 2nd Floor, , 7, camac street, shakespeare sarani, KOLKATA, WEST BENGAL, 700017","Nov 27, 2024 - Perpetual",aif
441,Cogniphy Angel Fund,IN/AIF1/22-23/1242,Category I,Dewanshu Deep,dd@cogniphy.us,,,,,122015,Gurgaon,Haryana,"352, Sector 21, GURGAON, HARYANA, 122015","352, Sector 21, GURGAON, HARYANA, 122015","Mar 17, 2023 - Perpetual",aif
442,COGNIZANT CAPITAL,IN/AIF3/23-24/1304,Category III,MIYUSH GANDHI,reachus@cognizantcapital.in,,,,,400015,Mumbai,Maharashtra,"Floor G Plot 2B Grease House, Jakeria Bunder Road Sewri, MUMBAI, MAHARASHTRA, 400015","Floor G Plot 2B Grease House, Jakeria Bunder Road Sewri, MUMBAI, MAHARASHTRA, 400015","Jun 30, 2023 - Perpetual",aif
443,Coheron India Fund,IN/AIF3/26-27/2121,Category III,Kunal Dalal,compliance@coheronwealth.com,,,,,400063,Mumbai,Maharashtra,"271 272 Udyog Bhavan,, Sonawala Road, Goregaon East, MUMBAI, MAHARASHTRA, 400063",,"Apr 01, 2026 - Perpetual",aif
444,COINMEN SPECIAL OPPORTUNITIES FUND,IN/AIF2/22-23/1092,Category II,Sajal  Jain,sajal.jain@coinmen.com,,,,,110016,New Delhi,National Capital Territory Of Delhi,"A22, 3rd floor,, Aurobindo Marg, Green Park Main, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110016","A22, 3rd floor, Aurobindo Marg, Green Park Main, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110016","Jun 22, 2022 - Perpetual",aif
445,Colossa WomenFirst Fund,IN/AIF2/22-23/1245,Category II,Vandana Rajadhyaksha,vandana.r@colossaventures.com,,,,,400013,Mumbai,Maharashtra,"1402, 14TH FLOOR, LODHA SUPREMUS, SENAPATI BAPAT MARG, OPP. KAMALA MILLS COMPOUND, LOWER PAREL, MUMBAI, MAHARASHTRA, 400013","1402, 14TH FLOOR, LODHA SUPREMUS, SENAPATI BAPAT MARG, OPP. KAMALA MILLS COMPOUND, LOWER PAREL, MUMBAI, MAHARASHTRA, 400013","Mar 21, 2023 - Perpetual",aif
446,Commercial & Opportunistic Residential Real Estate Fund,IN/AIF2/20-21/0847,Category II,Saandip Kundu,saandip.kundu@ganucorpus.com,,,,,400021,Mumbai,Maharashtra,"164, Atlanta Building, Nariman Point, MUMBAI, MAHARASHTRA, 400021","164, Atlanta Building, Nariman Point, MUMBAI, MAHARASHTRA, 400021","Dec 28, 2020 - Perpetual",aif
447,COMMERCIAL RENTAL YIELD TRUST,IN/AIF2/22-23/1225,Category II,Deepak Mukhija,alternativescompliance@edelweissalts.com,,,,,400098,Mumbai,Maharashtra,"Edelweiss House, Off C.S.T. Road, , Kalina, Mumbai, MUMBAI, MAHARASHTRA, 400098","Edelweiss House, Off C.S.T. Road, , Kalina, Mumbai, MUMBAI, MAHARASHTRA, 400098","Mar 08, 2023 - Perpetual",aif
448,Compact Capital Investment Trust,IN/AIF2/19-20/0745,Category II,VIJAY BHATIA,vijaybhatia@email.com,,,,,400076,Mumbai,Maharashtra,"103 Gateway Plaza, Hiranandani Gardens Powai, MUMBAI, MAHARASHTRA, 400076","103 Gateway Plaza, Hiranandani Gardens Powai, MUMBAI, MAHARASHTRA, 400076","Nov 15, 2019 - Perpetual",aif
449,Compounding Gems India Trust,IN/AIF3/23-24/1452,Category III,Nitin Goyal,nitin@compoundinggems.com,,,,,324007,Kota,Rajasthan,"First Floor, Shreenath Chambers, 11A, New Grain Mandi, Kota, KOTA, RAJASTHAN, 324007","First Floor, Shreenath Chambers, 11A, New Grain Mandi, Kota, KOTA, RAJASTHAN, 324007","Feb 14, 2024 - Perpetual",aif
450,ConsumerX Ventures Trust,IN/AIF2/26-27/2184,Category II,Chhavi Bhardwaj,core@consumerx.vc,,,,,400014,Mumbai,Maharashtra,"Flat 1102 Rustomjee Yazarina, Rd Number 5 Dadar Parsi Colony, MUMBAI, MAHARASHTRA, 400014",,"May 19, 2026 - Perpetual",aif
